timestamp,machine_id,operation_id,energy_kWh,voltage_V,current_A,power_factor,reactive_power_kVAR,frequency_Hz,machine_utilization_%,production_output_units,operator_count,material_usage_kg,ambient_temp_C,humidity_%,shift_type,production_mode,forecast_energy_kWh,energy_state,allocation_recommendation,year,month,day,hour,minute,day_of_week,is_weekend,energy_kWh_original,voltage_V_original,current_A_original,power_factor_original,frequency_Hz_original,machine_utilization_%_original,production_output_units_original,ambient_temp_C_original,humidity_%_original,hour_sin,hour_cos,time_period,shift_phase,apparent_power_kVA,active_power_kW,reactive_active_ratio,power_quality,frequency_deviation,energy_efficiency,productivity_per_operator,material_efficiency,energy_cost_per_unit,energy_rolling_mean_3,energy_trend,energy_deviation,energy_output_ratio,hourly_variation,daily_pattern,thermal_comfort_index,difficult_conditions,relative_workload,machine_id_MCH_2,machine_id_MCH_3,machine_id_MCH_4,machine_id_MCH_5,operation_id_OP_02,operation_id_OP_03,operation_id_OP_04,operation_id_OP_05,operation_id_OP_06,operation_id_OP_07,operation_id_OP_08,operation_id_OP_09,operation_id_OP_10,shift_type_encoded,production_mode_Maintenance,production_mode_Production,production_mode_Setup,energy_state_encoded,allocation_recommendation_encoded,time_period_Matin,time_period_Nuit_Profonde,time_period_Soiree,shift_phase_Shift_Nuit,shift_phase_Shift_Soir,voltage_V_scaled,current_A_scaled,power_factor_scaled,reactive_power_kVAR_scaled,frequency_Hz_scaled,machine_utilization_%_scaled,production_output_units_scaled,operator_count_scaled,material_usage_kg_scaled,ambient_temp_C_scaled,humidity_%_scaled,forecast_energy_kWh_scaled,year_scaled,month_scaled,day_scaled,hour_scaled,minute_scaled,day_of_week_scaled,is_weekend_scaled,hour_sin_scaled,hour_cos_scaled,apparent_power_kVA_scaled,active_power_kW_scaled,reactive_active_ratio_scaled,power_quality_scaled,frequency_deviation_scaled,energy_efficiency_scaled,productivity_per_operator_scaled,material_efficiency_scaled,energy_cost_per_unit_scaled,energy_rolling_mean_3_scaled,energy_trend_scaled,energy_deviation_scaled,energy_output_ratio_scaled,hourly_variation_scaled,daily_pattern_scaled,thermal_comfort_index_scaled,difficult_conditions_scaled,relative_workload_scaled
2025-07-01 15:20:00,MCH_1,OP_07,8.22,398.0,20.66,0.955,4.63,49.81,79.22,95,2,51.13,29.94,69.44,Day,Setup,7.17,Normal,Maintain,2025,7,1,15,20,1.0,0.0,8.22,398.0,20.66,0.955,49.81,79.22,95,29.94,69.44,-0.7071067811865471,-0.7071067811865479,Apres_Midi,Shift_Soir,8.22268,7.8526594,0.563260272109456,0.6109027505134046,0.18999999999999773,11.557176209589269,47.49997625001187,0.5382105206504156,0.012978947231800557,8.543333333333333,0.11000000000000121,-2.155999999999999,0.07828571354013607,1.50313140368246,8.3325,35.808680026496994,0,0.7723577172979047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4441134906329682,-1.27958255344954,1.0880497255677852,1.2910909727715438,-1.7733055692160162,0.08252438140620082,-0.5323015897352833,-1.2509148421226022,0.7293209882757605,0.5811508393724971,1.6616605366956112,-1.5816705407083922,0.0,0.0,0.0,0.9538209664765319,-0.43452409462674085,0.0,0.0,-1.1556217725762346,-0.8227801112682328,-1.2948699829584487,-1.1431415414865729,2.253870078775523,-1.3893208127269847,1.7390170132398914,1.1188757264419227,1.0670098334494924,0.890067105483736,-1.0627496501120584,-1.1982136221436412,0.1305927742740809,-1.2086339964727681,-1.3241790711457557,-0.7361769822776064,-1.2847617111758691,1.628296387438086,-0.9402287903269374,-0.46795611537598064
2025-07-01 15:25:00,MCH_1,OP_02,7.72,388.96,19.84,0.902,4.89,50.02,86.0,94,4,43.55,20.22,57.33,Night,Setup,9.09,Normal,Maintain,2025,7,1,15,25,1.0,0.0,7.72,388.96,19.84,0.902,50.02,86.0,94,20.08,57.33,-0.7071067811865471,-0.7071067811865479,Apres_Midi,Shift_Soir,7.7169664,6.9607036928,0.633419607069999,0.5522157295625908,0.020000000000003126,12.176164225885463,23.499994125001468,0.4632978674117248,0.012319148805115438,8.016666666666666,-0.5000000000000009,-2.6559999999999997,0.08126315703933519,1.50313140368246,8.3325,27.318891196345636,0,0.76422763606319,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.296080165136308,-1.3969778562354878,-0.32209358228197005,1.5923732150003225,0.28487886078781705,0.7435969626308885,-0.6357950938963883,1.2159673444790784,-0.16290716793722024,-1.6482811550628604,0.26795382910024973,-0.9280302296531393,0.0,0.0,0.0,0.9538209664765319,-0.14484136487558028,0.0,0.0,-1.1556217725762346,-0.8227801112682328,-1.475716792888394,-1.4858065726759775,2.8894917190722715,-2.3023401864497903,-0.97404103739436,1.3840997923352554,-1.1454313603948765,0.1093163459478414,-1.2045624497465894,-1.3894087512811932,-0.5948125282652004,-1.4889294502002197,-1.228581272363356,-0.7361769822776064,-1.2847617111758691,-0.8413420833302692,-0.9402287903269374,-0.5719948399420348
2025-07-01 15:30:00,MCH_1,OP_10,7.53,399.31,18.87,0.907,2.21,49.95,84.67,99,2,30.53,34.02,44.68,Night,Production,8.59,Normal,Maintain,2025,7,1,15,30,1.0,0.0,7.53,399.31,18.87,0.907,49.95,84.67,99,34.02,44.68,-0.7071067811865471,-0.7071067811865479,Apres_Midi,Shift_Soir,7.534979700000001,6.834226587900001,0.29349265690668563,0.7012022798560289,0.04999999999999716,13.147408612561936,49.49997525001237,0.30838383526885016,0.011409090793847568,7.823333333333333,-0.1899999999999995,-2.845999999999999,0.08010638212652786,1.50313140368246,8.3325,30.419878894594977,1,0.8048780422367638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1757422136861348,-1.5358479095310598,-0.18906119474897398,-1.5131514356655518,-0.4011826158801274,0.6139175329806181,-0.11832757309086317,-1.2509148421226022,-1.695467932303051,1.5169617999996845,-1.1878999984044012,-1.0982490606571114,0.0,0.0,0.0,0.9538209664765319,0.14484136487558028,0.0,0.0,-1.1556217725762346,-0.8227801112682328,-1.5407965418701848,-1.5343956233939253,-0.19014017546306294,0.015508030041591736,-0.49526608728251326,1.8002587137175818,1.2513799780687869,-1.5052206251689362,-1.4001644233010395,-1.459594305015231,-0.22616393189277836,-1.5954417226166508,-1.265722240909301,-0.7361769822776064,-1.2847617111758691,0.06072022589673779,0.5581437838992578,-0.05180121711175953
2025-07-01 15:35:00,MCH_1,OP_04,8.05,403.12,19.97,0.872,2.43,49.94,69.91,101,3,37.13,29.0,51.64,Night,Idle,8.97,Normal,Maintain,2025,7,1,15,35,1.0,0.0,8.05,403.12,19.97,0.872,49.94,69.91,101,29.0,51.64,-0.7071067811865471,-0.7071067811865479,Apres_Midi,Shift_Soir,8.0503064,7.0198671808,0.30186331653871845,0.6698091795983607,0.060000000000002274,12.546582292350026,33.66665544444818,0.36762375873639846,0.011955445426183708,7.766666666666666,0.5200000000000005,-2.3259999999999987,0.08131313049178657,1.50313140368246,8.3325,29.99889655148632,0,0.8211382047061935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6047879887317538,-1.3783664057938132,-1.1202879074799463,-1.2582203076258156,-0.4991913982613121,-0.8252316261456935,0.08865943523134691,-0.0174737488217619,-0.9185938121176065,0.36554733373780185,-0.38689267512911485,-0.9688827490940923,0.0,0.0,0.0,0.9538209664765319,0.43452409462674085,0.0,0.0,-1.1556217725762346,-0.8227801112682328,-1.3565120184428423,-1.4630775758242893,-0.11430461617974423,-0.47288801174243045,-0.33567443724511764,1.5428165737293995,-0.2082164829067831,-0.8878133749575846,-1.2827344979310302,-1.4801659328338286,0.6181602727021198,-1.3039344507401016,-1.2269767575998707,-0.7361769822776064,-1.2847617111758691,-0.06174149969565266,-0.9402287903269374,0.15627623202035174
2025-07-01 15:40:00,MCH_1,OP_10,9.32,393.38,23.69,0.868,2.25,50.13,65.08,123,3,33.69,26.6,51.03,Night,Idle,9.71,Normal,Maintain,2025,7,1,15,40,1.0,0.0,9.32,393.38,23.69,0.868,50.13,65.08,123,26.6,51.03,-0.7071067811865471,-0.7071067811865479,Apres_Midi,Shift_Soir,9.3191722,8.0890414696,0.24141628310984087,0.6992013974761109,0.13000000000000256,13.197423476671302,40.99998633333789,0.27390243679754117,0.01136585356613127,8.299999999999999,1.2699999999999996,-1.0559999999999992,0.09227722680913637,1.50313140368246,8.3325,28.616518796709823,0,0.9999999918699188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.390583184903479,-0.8457925931551237,-1.2267138175063432,-1.4668003214765089,1.3629754669802912,-1.2961727127703602,2.3655165267756577,-0.0174737488217619,-1.323510020214263,-0.18492970192524896,-0.4570959031747936,-0.7169588792082136,0.0,0.0,0.0,0.9538209664765319,0.7242068243779014,0.0,0.0,-1.1556217725762346,-0.8227801112682328,-0.9027565090810058,-1.0523300038751684,-0.6619358410301995,-0.015620562751299345,0.7814671130160847,1.8216890892094413,0.46780749336790317,-1.8645908634724166,-1.4094575529341147,-1.2865506121882064,1.5100520381192646,-0.591983998272376,-0.874948759802838,-0.7361769822776064,-1.2847617111758691,-0.4638684963302156,-0.9402287903269374,2.4451281724735687
2025-07-01 15:45:00,MCH_1,OP_04,8.53,400.06,21.31,0.954,3.54,49.82,78.47,120,4,43.94,26.17,67.06,Day,Maintenance,8.8,Normal,Maintain,2025,7,1,15,45,1.0,0.0,8.53,400.06,21.31,0.954,49.82,78.47,120,26.17,67.06,-0.7071067811865471,-0.7071067811865479,Apres_Midi,Shift_Soir,8.5252786,8.1331157844,0.41500581301221423,0.6742021772823381,0.17999999999999972,14.067993661430991,29.999992500001873,0.3661666636152778,0.010662499911145833,8.633333333333333,-0.7900000000000009,-1.846,0.06934959293211712,1.50313140368246,8.3325,33.210642338263575,0,0.9756097481657744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.022094536044818227,-1.1865253012411672,1.061443248061186,0.028023111120124882,-1.6752967868349014,0.009396883483115901,2.0550360142923427,1.2159673444790784,-0.11700096992626209,-0.28355683748154553,1.387752860058373,-1.0267571516354428,0.0,0.0,0.0,0.9538209664765319,1.013889554129062,0.0,0.0,-1.1556217725762346,-0.8227801112682328,-1.1866585536054166,-1.035397855413443,0.9107310292721013,-0.4045442463031805,1.5794253632026092,2.194711115433916,-0.5462282405814645,-0.9029994359679488,-1.5606318311872318,-1.1655410367846926,-0.9396773442264968,-1.0348508151617493,-1.611094157867111,-0.7361769822776064,-1.2847617111758691,0.8725398012930639,-0.9402287903269374,2.1330119987754017
2025-07-01 15:50:00,MCH_1,OP_07,8.87,396.75,22.36,0.952,4.64,49.93,85.87,100,4,45.15,29.54,40.38,Day,Setup,8.1,Normal,Maintain,2025,7,1,15,50,1.0,0.0,8.87,396.75,22.36,0.952,49.93,85.87,100,29.54,40.38,-0.7071067811865471,-0.7071067811865479,Apres_Midi,Shift_Soir,8.87133,8.44550616,0.5231115532005014,0.6250362936316584,0.07000000000000028,11.273955887941842,24.99999375000156,0.451499995485,0.01330499986695,8.906666666666666,0.33999999999999986,-1.5060000000000002,0.07391666605069444,1.50313140368246,8.3325,26.890770480474934,0,0.8130081234714787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7001929533684957,-1.036202047673795,1.0082302930479876,1.3026787513188043,-0.5972001806424271,0.7309215296575542,-0.014834068929758134,1.2159673444790784,0.02542595210773615,0.4894046667619881,-1.6827752124968909,-1.2650635150410041,0.0,0.0,0.0,0.9538209664765319,1.3035722838802226,0.0,0.0,-1.1556217725762346,-0.8227801112682328,-1.0629080913639593,-0.9153860017595464,1.8901352374593299,-1.1694391680763307,-0.1760827872078354,0.9975214461112295,-1.0071537173610121,-0.013642821422033267,-0.992670008893354,-1.0663131849538112,0.4041062490020041,-0.8442499066270825,-1.4644575761379532,-0.7361769822776064,-1.2847617111758691,-0.9658803270015575,-0.9402287903269374,0.0522375074542961
2025-07-01 15:55:00,MCH_1,OP_03,8.45,406.11,20.81,0.897,2.16,49.98,94.47,91,3,47.54,33.84,61.68,Day,Idle,9.68,Normal,Maintain,2025,7,1,15,55,1.0,0.0,8.45,406.11,20.81,0.897,49.98,94.47,91,33.84,61.68,-0.7071067811865471,-0.7071067811865479,Apres_Midi,Shift_Soir,8.4511491,7.5806807427,0.25562127152410996,0.7143873876166458,0.020000000000003126,10.769229494765742,30.33332322222559,0.5224175766767299,0.013928571275510204,8.616666666666665,-0.41999999999999993,-1.9260000000000002,0.084499999155,1.50313140368246,8.3325,35.429910165309984,1,0.7398373923590456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2173300635951376,-1.2581078029399158,-0.4551259698149661,-1.5710903284018551,-0.10715626873678233,1.5694501725089274,-0.9462756063797034,-0.0174737488217619,0.3067485501748896,1.4756760223249556,0.7685834061473038,-0.7271720090684523,0.0,0.0,0.0,0.9538209664765319,1.593255013631383,0.0,0.0,-1.1556217725762346,-0.8227801112682328,-1.213167794402385,-1.2476283162605355,-0.533243087010341,0.22063445552765473,-0.97404103739436,0.781256215383749,-0.5155001084861858,0.7254707059479288,-0.8586436098547079,-1.1715915155548684,-0.49967740662070365,-1.0796980877581415,-1.124654873307604,-0.7361769822776064,-1.2847617111758691,1.5181140684818262,0.5581437838992578,-0.8841110136402017
2025-07-01 16:00:00,MCH_1,OP_02,8.09,395.88,20.44,0.904,3.03,50.05,72.56,107,2,52.27,23.39,51.72,Day,Production,8.78,Normal,Maintain,2025,7,1,16,0,1.0,0.0,8.09,395.88,20.44,0.904,50.05,72.56,107,23.39,51.72,-0.8660254037844385,-0.5000000000000004,Apres_Midi,Shift_Soir,8.0917872,7.314975628800001,0.37453641847510283,0.6576762811442193,0.04999999999999716,13.226203556711551,53.49997325001337,0.4885046683317321,0.011341121389335315,8.469999999999999,-0.35999999999999943,-2.2859999999999996,0.08890109792416376,1.50313140368246,8.506666666666666,27.219550662310787,0,0.8699186921144823,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.878424259432424,-1.3110788541969893,-0.2688806272687716,-0.5629535947901725,0.5789052079311622,-0.5668478001507928,0.7096204601979771,-1.2509148421226022,0.8635083363077919,-0.92119273712458,-0.3776856944018129,-1.033565904875602,0.0,0.0,0.0,1.1272429603813559,-1.593255013631383,0.0,0.0,-1.3785777664006056,-0.5158321704960686,-1.34167818689601,-1.3497049669358725,0.5440909670200642,-0.6616447618478217,-0.49526608728251326,1.8340207816559038,1.6201202673073758,0.37202535588051017,-1.4147733267987355,-1.2248357287324145,-0.42832606538733137,-1.2815108144419058,-0.98334728689357,-0.7361769822776064,-1.221043886230802,-0.8702397637634772,-0.9402287903269374,0.7805085794166841
2025-07-01 16:05:00,MCH_1,OP_02,8.61,401.36,21.45,0.909,4.36,50.0,80.83,96,3,50.61,21.47,52.63,Day,Maintenance,7.71,Normal,Maintain,2025,7,1,16,5,1.0,0.0,8.61,401.36,21.45,0.909,50.0,80.83,96,21.47,52.63,-0.8660254037844385,-0.5000000000000004,Apres_Midi,Shift_Soir,8.609172000000001,7.825737348000001,0.5063878622081462,0.6034302471526408,0.0,11.149824488986704,31.999989333336888,0.5271874945084636,0.013453124859863282,8.383333333333333,0.5199999999999996,-1.766,0.08046728896759543,1.50313140368246,8.506666666666666,26.533315323273623,0,0.7804877985326195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2442281052001328,-1.1664822007655173,-0.13584823973577556,0.9782209519955047,0.08886129602551736,0.23950474361442303,-0.42880808557417827,-0.0174737488217619,0.6681127242611494,-1.3615743656550212,-0.2729562886287506,-1.3978342032241022,0.0,0.0,0.0,1.1272429603813559,-1.3035722838802226,0.0,0.0,-1.3785777664006056,-0.5158321704960686,-1.156657672149634,-1.1534842588589658,1.738623825523129,-1.5055737802153863,-1.2932243374690378,0.9443336081092818,-0.36185829569648426,0.7751834955641751,-0.9608329824754318,-1.256298218337328,0.6181602727021188,-0.990003542565357,-1.2541344812823427,-0.7361769822776064,-1.221043886230802,-1.0698623017550062,-0.9402287903269374,-0.363917390809925
2025-07-01 16:10:00,MCH_1,OP_02,8.82,396.82,22.23,0.908,4.9,49.85,62.89,108,2,57.15,22.13,58.87,Day,Idle,8.23,Normal,Maintain,2025,7,1,16,10,1.0,0.0,8.82,396.82,22.23,0.908,49.85,62.89,108,22.13,58.87,-0.8660254037844385,-0.5000000000000004,Apres_Midi,Shift_Soir,8.8213086,8.0097482088,0.5555554925674046,0.583714309350269,0.14999999999999858,12.244896570873406,53.9999730000135,0.5291666617669754,0.012249999886574076,8.506666666666666,0.21000000000000085,-1.5559999999999992,0.09187499904296877,1.50313140368246,8.506666666666666,28.735037505240058,0,0.878048773349197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6858525034553077,-1.0548134981154695,-0.16245471724237479,1.603960993547584,-1.3812704396914866,-1.5097050067057678,0.8131139643590821,-1.2509148421226022,1.437924352444908,-1.2101931808476822,0.44518820810081583,-1.2208066189799711,0.0,0.0,0.0,1.1272429603813559,-1.013889554129062,0.0,0.0,-1.3785777664006056,-0.5158321704960686,-1.0807961027170845,-1.0827923098684065,2.184067184928286,-1.8123031539855448,1.1006504130906491,1.413550236473357,1.6662128034621997,0.7958106696599601,-1.2194248703487693,-1.2115246754380278,0.24951167632969992,-0.872279451999827,-0.8878632245324384,-0.7361769822776064,-1.221043886230802,-0.42939197777977334,-0.9402287903269374,0.8845473039827383
2025-07-01 16:15:00,MCH_1,OP_02,9.2,396.72,23.2,0.98,2.62,50.19,64.15,102,2,56.56,25.54,59.16,Day,Setup,8.96,Normal,Maintain,2025,7,1,16,15,1.0,0.0,9.2,396.72,23.2,0.98,50.19,64.15,102,25.54,59.16,-0.8660254037844385,-0.5000000000000004,Apres_Midi,Shift_Soir,9.203904,9.019825919999999,0.2847825777410242,0.7627749760765671,0.18999999999999773,11.086955316635294,50.99997450001275,0.5545097984851981,0.013529411632064592,8.876666666666665,0.379999999999999,-1.1760000000000002,0.08518518439643347,1.50313140368246,8.506666666666666,30.525830853256423,0,0.8292682859409083,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7063388604741428,-0.9159434448198975,1.7532116632327654,-1.038052515227862,1.951028161267051,-1.3868508101949846,0.19215293939245193,-1.2509148421226022,1.3684765144283306,-0.42805705934309707,0.47856351323728596,-0.9722871257141718,0.0,0.0,0.0,1.1272429603813559,-0.7242068243779014,0.0,0.0,-1.3785777664006056,-0.5158321704960686,-0.9439772440115418,-0.694748029622032,-0.2690507696057499,0.9734211023172562,1.7390170132398914,0.9173954169466101,1.389657586533258,1.0599405914600735,-0.9444363978468472,-1.0772040467401278,0.4516738098242508,-0.6592549071669648,-1.1026553959516627,-0.7361769822776064,-1.221043886230802,0.09154113774725096,-0.9402287903269374,0.26031495658640735
2025-07-01 16:20:00,MCH_1,OP_09,7.68,393.13,19.55,0.956,3.48,50.12,81.04,120,4,57.85,20.62,41.45,Day,Maintenance,8.37,Normal,Maintain,2025,7,1,16,20,1.0,0.0,7.68,393.13,19.55,0.956,50.12,81.04,120,20.62,41.45,-0.8660254037844385,-0.5000000000000004,Apres_Midi,Shift_Soir,7.6856915,7.347521073999999,0.45312494099935663,0.6578924998304212,0.11999999999999744,15.624997965495057,29.999992500001873,0.48208332931597225,0.00959999992,8.566666666666665,-1.5199999999999996,-2.6959999999999997,0.0752941169088812,1.50313140368246,8.506666666666666,22.754699320577142,0,0.9756097481657744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4417990774505847,-1.4384957072207618,1.1146562030743843,-0.04150356016343954,1.2649666845991066,0.2599804430328876,2.0550360142923427,1.2159673444790784,1.5203200924645766,-1.5565349824523513,-1.5596318452692248,-1.1731453462988592,0.0,0.0,0.0,1.1272429603813559,-0.43452409462674085,0.0,0.0,-1.3785777664006056,-0.5158321704960686,-1.4869009214067452,-1.3372018954217733,1.2560784113631016,-0.65828095420748,0.6218754629786891,2.861856522558705,-0.5462282405814645,0.30510121026497833,-1.7889986963722009,-1.189742951865396,-1.8077853292325174,-1.511353086498416,-1.4202312893892703,-0.7361769822776064,-1.221043886230802,-2.169043404278825,-0.9402287903269374,2.1330119987754017
2025-07-01 16:25:00,MCH_1,OP_06,7.85,399.99,19.62,0.949,4.06,50.03,87.1,86,3,35.51,31.95,67.79,Day,Production,9.3,Normal,Maintain,2025,7,1,16,25,1.0,0.0,7.85,399.99,19.62,0.949,50.03,87.1,86,31.95,67.79,-0.8660254037844385,-0.5000000000000004,Apres_Midi,Shift_Soir,7.8478038,7.4475658062,0.5171973863442819,0.6254954091943401,0.030000000000001137,10.95541261714489,28.666657111114294,0.4129069719429422,0.0136918603059086,8.243333333333332,0.16999999999999993,-2.526,0.06541666612152779,1.50313140368246,8.506666666666666,36.31825978071174,1,0.6991869861854717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03643498595800638,-1.428474156982937,0.9284108605281899,0.6305875955776822,0.3828876431689321,0.8508506262514125,-1.4637431271852286,-0.0174737488217619,-1.1092810961631252,1.042175356740302,1.4717665591950055,-0.8565383206314707,0.0,0.0,0.0,1.1272429603813559,-0.14484136487558028,0.0,0.0,-1.3785777664006056,-0.5158321704960686,-1.4289284003881166,-1.2987674406580212,1.8365547347328857,-1.1622965086481516,-0.8144493873570777,0.8610319839254207,-0.6691419212758872,-0.41586502475584886,-0.9095207322389781,-1.3071222400068039,0.20194411550745103,-1.4160526322310825,-1.737369986767225,-0.7361769822776064,-1.221043886230802,1.7765306710122497,0.5581437838992578,-1.404304636470477
2025-07-01 16:30:00,MCH_1,OP_09,7.68,387.02,19.85,0.874,3.3,50.01,94.87,113,2,52.35,20.92,56.9,Night,Setup,7.61,Normal,Maintain,2025,7,1,16,30,1.0,0.0,7.68,387.02,19.85,0.874,50.01,94.87,113,20.92,56.9,-0.8660254037844385,-0.5000000000000004,Apres_Midi,Shift_Soir,7.682347,6.714371278,0.42968744405111403,0.6113224282948608,0.00999999999999801,14.713539750841178,56.49997175001412,0.463274332183413,0.010194690175268228,7.7366666666666655,-0.16999999999999993,-2.6959999999999997,0.08930232454299622,1.50313140368246,8.506666666666666,27.539560228988517,0,0.9186991795227709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.6935154913018464,-1.3955462062015125,-1.067074952466748,-0.2500835740141328,0.1868700784066324,1.608451504734573,1.3305814851646074,-1.2509148421226022,0.8729249923100395,-1.4877253529944698,0.21846630769100073,-1.4318779694248964,0.0,0.0,0.0,1.1272429603813559,0.14484136487558028,0.0,0.0,-1.3785777664006056,-0.5158321704960686,-1.488096938590801,-1.5804407612562368,1.04374201645471,-1.382791703922643,-1.1336326874317555,2.4713147879563615,1.8966754842363176,0.1090710583150336,-1.661179825329016,-1.491056794620145,-0.20238015148165497,-1.511353086498416,-0.9704649663445468,-0.7361769822776064,-1.221043886230802,-0.7771505300154641,-0.9402287903269374,1.404740926813015
2025-07-01 16:35:00,MCH_1,OP_02,8.41,398.41,21.11,0.869,4.26,50.15,87.08,89,3,53.05,30.13,56.95,Day,Setup,10.88,Normal,Maintain,2025,7,1,16,35,1.0,0.0,8.41,398.41,21.11,0.869,50.15,87.08,89,30.13,56.95,-0.8660254037844385,-0.5000000000000004,Apres_Midi,Shift_Soir,8.4104351,7.3086681019,0.5065397733008593,0.5768184918848862,0.14999999999999858,10.582638456285558,29.66665677778107,0.5960674090329504,0.014174157144110595,7.9799999999999995,0.7300000000000004,-1.9659999999999993,0.0744247781024356,1.50313140368246,8.506666666666666,32.156637902202526,1,0.723577229889616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.36011942685571,-1.2151583019206664,-1.200107339999744,0.8623431665228969,1.5589930317425214,0.8489005596401307,-1.1532626147019136,-0.0174737488217619,0.9553207323297074,0.6247302713624882,0.22422067064556506,-0.3186468146589189,0.0,0.0,0.0,1.1272429603813559,0.43452409462674085,0.0,0.0,-1.3785777664006056,-0.5158321704960686,-1.2277274127703461,-1.3521281465674055,1.7400000925299905,-1.9195843695174655,1.1006504130906491,0.7013056628979432,-0.5769568336020664,1.4930601593423223,-0.8058589741715427,-1.4027198045755795,0.8678899670189206,-1.102121724056337,-1.448143448365477,-0.7361769822776064,-1.221043886230802,0.565935013384521,0.5581437838992578,-1.0921884627723115
2025-07-01 16:40:00,MCH_1,OP_02,9.58,404.93,23.65,0.924,3.4,49.97,88.15,100,3,32.8,31.25,55.36,Night,Setup,9.04,Normal,Maintain,2025,7,1,16,40,1.0,0.0,9.58,404.93,23.65,0.924,49.97,88.15,100,31.25,55.36,-0.8660254037844385,-0.5000000000000004,Apres_Midi,Shift_Soir,9.576594499999999,8.848773318,0.3549060172331924,0.6819661203415932,0.030000000000001137,10.438412271564482,33.333322222225924,0.32799999672,0.014369999856300003,8.556666666666665,1.17,-0.7959999999999994,0.10764044822875901,1.50313140368246,8.506666666666666,32.239399999795204,1,0.8130081234714787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9755910507727983,-0.8515191932910239,0.2632489228632126,-0.13420578854152543,-0.20516505111789735,0.9532291233437324,-0.014834068929758134,-0.0174737488217619,-1.42827031823927,0.8816195546719122,0.04123192869043461,-0.9450521127535367,0.0,0.0,0.0,1.1272429603813559,0.7242068243779014,0.0,0.0,-1.3785777664006056,-0.5158321704960686,-0.8107004485759511,-0.7604617693584558,0.36624566896979494,-0.2837572253446339,-0.8144493873570777,0.6395076084721167,-0.23894484546472328,-1.3007780872259076,-0.763765810289456,-1.1933732391275012,1.3911331360636456,-0.4462303623341015,-0.38167654479100294,-0.7361769822776064,-1.221043886230802,0.5900101069145821,0.5581437838992578,0.0522375074542961
